gene,biological_process,molecular_function,systematic_name,a_number,nutrient,growth_rate,expression
PRS4,histidine biosynthesis*,ribose phosphate diphosphokinase activity,YBL068W,1081875,G,0.3,0.25
HIS1,histidine biosynthesis,ATP phosphoribosyltransferase activity,YER055C,1081498,G,0.3,0.06
,biological process unknown,molecular function unknown,YML079W,1085065,G,0.3,0.27
,biological process unknown,molecular function unknown,YHR192W,1080711,G,0.3,0.04
APD1,biological process unknown,molecular function unknown,YBR151W,1084117,G,0.3,-0.1
PMU1,biological process unknown,molecular function unknown,YKL128C,1082130,G,0.3,-0.03
,biological process unknown,molecular function unknown,YNR004W,1085869,G,0.3,-0.11
TFB2,transcription initiation from RNA polymerase II promoter*,general RNA polymerase II transcription factor activity,YPL122C,1084408,G,0.3,-0.21
CPR8,biological process unknown,peptidyl-prolyl cis-trans isomerase activity,YNR028W,1082698,G,0.3,-0.23
SPO7,sporulation (sensu Fungi)*,molecular function unknown,YAL009W,1085877,G,0.3,-0.11
TAF11,transcription initiation from RNA polymerase II promoter*,general RNA polymerase II transcription factor activity,YML015C,1083693,G,0.3,-0.09
CTS2,biological process unknown,molecular function unknown,YDR371W,1082551,G,0.3,-0.1
,biological process unknown,molecular function unknown,YGR093W,1081738,G,0.3,-0.12
RRP15,processing of 27S pre-rRNA,molecular function unknown,YPR143W,1086248,G,0.3,-0.24
LRS4,chromatin silencing at ribosomal DNA*,molecular function unknown,YDR439W,1082166,G,0.3,-0.12
,biological process unknown,molecular function unknown,YGL057C,1084740,G,0.3,0.09
ERV25,ER to Golgi transport,molecular function unknown,YML012W,1085885,G,0.3,-0.23
RPO26,transcription from RNA polymerase II promoter*,DNA-directed RNA polymerase activity,YPR187W,1082871,G,0.3,-0.15
PEX17,peroxisome organization and biogenesis,protein binding,YNL214W,1084496,G,0.3,-0.2
RNH203,DNA replication,ribonuclease H activity,YLR154C,1085948,G,0.3,0.07
PEP1,protein-vacuolar targeting*,signal sequence binding,YBL017C,1086535,G,0.3,-0.17
SPB1,processing of 27S pre-rRNA,S-adenosylmethionine-dependent methyltransferase activity*,YCL054W,1082746,G,0.3,0.2
NOP2,rRNA processing,S-adenosylmethionine-dependent methyltransferase activity*,YNL061W,1082969,G,0.3,0.1
,biological process unknown,molecular function unknown,YCR061W,1083744,G,0.3,0
RSP5,endocytosis*,ubiquitin-protein ligase activity,YER125W,1083613,G,0.3,-0.05
SWF1,spore wall assembly (sensu Fungi),molecular function unknown,YDR126W,1082753,G,0.3,-0.07
COY1,Golgi vesicle transport,molecular function unknown,YKL179C,1082186,G,0.3,-0.08
UTP11,processing of 20S pre-rRNA,snoRNA binding,YKL099C,1080933,G,0.3,-0.19
,biological process unknown,molecular function unknown,YDR326C,1084974,G,0.3,-0.62
RDS3,"nuclear mRNA splicing, via spliceosome*",transcription factor activity,YPR094W,1082004,G,0.3,-0.07
SNU23,"nuclear mRNA splicing, via spliceosome","RNA splicing factor activity, transesterification mechanism",YDL098C,1081259,G,0.3,0.04
,biological process unknown,molecular function unknown,YOR304C-A,1085662,G,0.3,-0.02
RUB1,protein deneddylation*,protein tag,YDR139C,1082021,G,0.3,-0.18
GIM3,tubulin folding,tubulin binding,YNL153C,1081026,G,0.3,-0.09
,biological process unknown,molecular function unknown,YDR336W,1083599,G,0.3,-0.11
CBS1,protein biosynthesis,"translation factor activity, nucleic acid binding",YDL069C,1086885,G,0.3,-0.15
DID2,protein-vacuolar targeting*,molecular function unknown,YKR035W-A,1086740,G,0.3,-0.26
ERP3,secretory pathway,molecular function unknown,YDL018C,1083293,G,0.3,-0.22
CCE1,DNA recombination,endodeoxyribonuclease activity,YKL011C,1082622,G,0.3,-0.07
SEC65,protein-ER targeting*,molecular function unknown,YML105C,1084074,G,0.3,-0.24
KAR1,spindle pole body duplication in nuclear envelope*,protein binding,YNL188W,1083647,G,0.3,0.01
PRP11,spliceosome assembly,RNA binding,YDL043C,1083264,G,0.3,-0.01
NCS2,pseudohyphal growth*,molecular function unknown,YNL119W,1084871,G,0.3,0.06
MAK3,N-terminal protein amino acid acetylation,peptide alpha-N-acetyltransferase activity,YPR051W,1085097,G,0.3,-0.14
TRS33,ER to Golgi transport,molecular function unknown,YOR115C,1085718,G,0.3,-0.21
TFB4,transcription initiation from RNA polymerase II promoter*,general RNA polymerase II transcription factor activity,YPR056W,1086322,G,0.3,-0.12
YPT6,intracellular protein transport*,GTPase activity,YLR262C,1083301,G,0.3,-0.3
CDC8,DNA repair*,thymidylate kinase activity*,YJR057W,1085579,G,0.3,-0.05
RSA3,ribosomal large subunit assembly and maintenance,molecular function unknown,YLR221C,1084224,G,0.3,-0.01
TAN1,tRNA modification,RNA binding,YGL232W,1084288,G,0.3,-0.08
THP2,mRNA-nucleus export*,nucleic acid binding,YHR167W,1086157,G,0.3,0.11
SMD2,"nuclear mRNA splicing, via spliceosome","RNA splicing factor activity, transesterification mechanism",YLR275W,1080653,G,0.3,-0.12
SHU2,error-free DNA repair,molecular function unknown,YDR078C,1084922,G,0.3,0.17
,mRNA processing,molecular function unknown,YJR141W,1085844,G,0.3,-0.18
,biological process unknown,molecular function unknown,YLR404W,1083253,G,0.3,-0.34
RCY1,endocytosis,protein binding,YJL204C,1084294,G,0.3,-0.25
COG7,intra-Golgi transport,molecular function unknown,YGL005C,1086883,G,0.3,-0.03
,biological process unknown,molecular function unknown,YGR106C,1085223,G,0.3,-0.17
,,,YER188W,1082866,G,0.3,-0.18
RMA1,biological process unknown,tetrahydrofolylpolyglutamate synthase activity,YKL132C,1083671,G,0.3,0.18
BAR1,protein catabolism,aspartic-type endopeptidase activity,YIL015W,1082509,G,0.3,0.7
FAR1,signal transduction during conjugation with cellular fusion*,cyclin-dependent protein kinase inhibitor activity,YJL157C,1081845,G,0.3,0.13
MFA2,signal transduction during conjugation with cellular fusion,mating pheromone activity,YNL145W,1086000,G,0.3,0.17
SPO16,sporulation (sensu Fungi),molecular function unknown,YHR153C,1082160,G,0.3,0.36
,biological process unknown,molecular function unknown,YDR210W,1081385,G,0.3,0.08
HMF1,biological process unknown,molecular function unknown,YER057C,1083338,G,0.3,0.32
ECM25,cell wall organization and biogenesis*,molecular function unknown,YJL201W,1082346,G,0.3,0.09
MMT1,iron ion homeostasis,molecular function unknown,YMR177W,1083771,G,0.3,-0.01
CSH1,sphingolipid biosynthesis*,mannosyltransferase activity*,YBR161W,1086213,G,0.3,-0.48
SLY41,ER to Golgi transport,molecular function unknown,YOR307C,1086725,G,0.3,-0.14
ALK1,mitosis,protein serine/threonine kinase activity,YGL021W,1082172,G,0.3,-0.49
,biological process unknown,molecular function unknown,YEL016C,1082472,G,0.3,-0.06
ARE2,sterol metabolism,sterol O-acyltransferase activity,YNR019W,1085428,G,0.3,-0.18
RFX1,negative regulation of transcription from RNA polymerase II promoter*,specific transcriptional repressor activity,YLR176C,1083934,G,0.3,-0.25
CDD1,cytidine catabolism*,cytidine deaminase activity,YLR245C,1086697,G,0.3,0.11
,biological process unknown,molecular function unknown,YLR460C,1080727,G,0.3,-0.18
,biological process unknown,molecular function unknown,YJL051W,1083047,G,0.3,-0.32
RER1,ER to Golgi transport*,molecular function unknown,YCL001W,1082686,G,0.3,-0.09
SGD1,osmoregulation,molecular function unknown,YLR336C,1085147,G,0.3,-0.13
EKI1,phosphatidylethanolamine biosynthesis,choline kinase activity*,YDR147W,1082327,G,0.3,-0.09
,,,YGR151C,1083279,G,0.3,0.03
RIT1,charged-tRNA modification,"transferase activity, transferring pentosyl groups",YMR283C,1084417,G,0.3,-0.17
NNF1,chromosome segregation,molecular function unknown,YJR112W,1082229,G,0.3,-0.06
HHF2,chromatin assembly or disassembly,DNA binding,YNL030W,1081454,G,0.3,-0.34
CYB5,sterol biosynthesis,electron transporter activity,YNL111C,1081310,G,0.3,0.54
SST2,signal transduction*,GTPase activator activity,YLR452C,1085194,G,0.3,0.29
STE2,response to pheromone during conjugation with cellular fusion*,mating-type alpha-factor pheromone receptor activity,YFL026W,1084499,G,0.3,0.03
MTW1,chromosome segregation,molecular function unknown,YAL034W-A,1086440,G,0.3,0.08
SHE1,biological process unknown,molecular function unknown,YBL031W,1082989,G,0.3,-0.16
NOP53,ribosome biogenesis*,protein binding,YPL146C,1085152,G,0.3,0.06
SAS10,processing of 20S pre-rRNA*,snoRNA binding,YDL153C,1083490,G,0.3,0.07
BUD21,processing of 20S pre-rRNA,snoRNA binding,YOR078W,1084416,G,0.3,-0.01
NOP12,rRNA metabolism,RNA binding,YOL041C,1085385,G,0.3,-0.2
,biological process unknown,molecular function unknown,YGR271C-A,1081811,G,0.3,-0.04
,processing of 20S pre-rRNA,molecular function unknown,YGR272C,1082426,G,0.3,0.01
,amino acid metabolism,alanine racemase activity*,YBL036C,1086620,G,0.3,-0.17
,biological process unknown,molecular function unknown,YPL199C,1085082,G,0.3,0.09
STE4,signal transduction during conjugation with cellular fusion,GTPase activity,YOR212W,1085702,G,0.3,-0.04
,biological process unknown,molecular function unknown,YKL063C,1083130,G,0.3,-0.11
,biological process unknown,molecular function unknown,YOR252W,1082992,G,0.3,0.04
ARL1,protein-vacuolar targeting*,GTPase activity,YBR164C,1083662,G,0.3,-0.16
SRP21,protein-ER targeting*,signal sequence binding,YKL122C,1081746,G,0.3,-0.19
DAD2,mitotic spindle organization and biogenesis in nucleus*,structural constituent of cytoskeleton,YKR083C,1084599,G,0.3,-0.29
,processing of 20S pre-rRNA,molecular function unknown,YOR287C,1084297,G,0.3,-0.04
GPX2,response to oxidative stress,glutathione peroxidase activity,YBR244W,1080981,G,0.3,0.21
LRP1,DNA repair*,molecular function unknown,YHR081W,1084509,G,0.3,0.07
,regulation of DNA replication,molecular function unknown,YLR003C,1083365,G,0.3,0.29
NOP15,ribosomal large subunit biogenesis*,molecular function unknown,YNL110C,1085827,G,0.3,0.21
,biological process unknown,molecular function unknown,YNL056W,1084989,G,0.3,0.04
YKE2,protein folding*,tubulin binding,YLR200W,1083034,G,0.3,0.06
SDC1,chromatin silencing at telomere*,histone lysine N-methyltransferase activity (H3-K4 specific),YDR469W,1086877,G,0.3,-0.04
PSF1,DNA-dependent DNA replication,DNA binding,YDR013W,1083780,G,0.3,0.09
SPC1,signal peptide processing,molecular function unknown,YJR010C-A,1081798,G,0.3,-0.23
NSA2,ribosomal large subunit biogenesis,molecular function unknown,YER126C,1086903,G,0.3,-0.1
,biological process unknown,molecular function unknown,YCR016W,1080689,G,0.3,-0.02
RSC4,chromatin remodeling,molecular function unknown,YKR008W,1080980,G,0.3,-0.04
RFA3,DNA recombination*,DNA binding,YJL173C,1086259,G,0.3,-0.09
,biological process unknown,molecular function unknown,YBL028C,1084128,G,0.3,0.08
SRN2,protein-vacuolar targeting*,molecular function unknown,YLR119W,1082159,G,0.3,-0.1
MDM20,mitochondrion inheritance*,peptide alpha-N-acetyltransferase activity,YOL076W,1082083,G,0.3,-0.24
MNN10,actin filament organization*,"alpha-1,6-mannosyltransferase activity",YDR245W,1084345,G,0.3,-0.05
STE6,peptide pheromone export,"ATPase activity, coupled to transmembrane movement of substances",YKL209C,1082218,G,0.3,-0.26
DER1,ER-associated protein catabolism,molecular function unknown,YBR201W,1086062,G,0.3,-0.13
STE18,signal transduction during conjugation with cellular fusion,GTPase activity,YJR086W,1085256,G,0.3,-0.24
EAF6,biological process unknown,molecular function unknown,YJR082C,1086778,G,0.3,-0.18
SPC2,signal peptide processing,protein binding,YML055W,1081885,G,0.3,-0.15
,biological process unknown,molecular function unknown,YBR242W,1086925,G,0.3,0.06
,biological process unknown,molecular function unknown,YER071C,1081643,G,0.3,-0.17
HRT1,G1/S transition of mitotic cell cycle*,protein binding*,YOL133W,1086231,G,0.3,0.28
URM1,protein modification,protein binding*,YIL008W,1081788,G,0.3,0.26
POP8,rRNA processing*,ribonuclease P activity*,YBL018C,1082556,G,0.3,0.23
PLP1,beta-tubulin folding*,GTPase inhibitor activity,YDR183W,1083180,G,0.3,0.09
,biological process unknown,molecular function unknown,YLR051C,1086202,G,0.3,-0.02
HIT1,biological process unknown,molecular function unknown,YJR055W,1080872,G,0.3,0.09
HSH49,"nuclear mRNA splicing, via spliceosome",RNA binding,YOR319W,1082041,G,0.3,0.09
FRQ1,regulation of signal transduction,enzyme activator activity*,YDR373W,1084707,G,0.3,0.22
SEM1,ubiquitin-dependent protein catabolism*,molecular function unknown,YDR363W-A,1084473,G,0.3,-0.12
MLC1,endocytosis*,microfilament motor activity,YGL106W,1085690,G,0.3,0.11
RPC17,transcription initiation from RNA polymerase III promoter,DNA-directed RNA polymerase activity,YJL011C,1082443,G,0.3,0.09
,biological process unknown,molecular function unknown,YDL177C,1084869,G,0.3,0.06
,biological process unknown,molecular function unknown,YDR056C,1085323,G,0.3,-0.18
GIM5,tubulin folding,tubulin binding,YML094W,1085123,G,0.3,-0.07
,biological process unknown,molecular function unknown,YKL069W,1082230,G,0.3,0.26
LSM7,"nuclear mRNA splicing, via spliceosome*",RNA binding,YNL147W,1086354,G,0.3,0.11
DYN2,microtubule-based process*,microtubule motor activity,YDR424C,1083713,G,0.3,-0.15
THI80,thiamin diphosphate biosynthesis,thiamin diphosphokinase activity,YOR143C,1085031,G,0.3,0.07
,biological process unknown,molecular function unknown,YML036W,1081230,G,0.3,0.19
NNT1,chromatin silencing at ribosomal DNA*,nicotinamide N-methyltransferase activity,YLR285W,1085734,G,0.3,0.32
OST2,protein amino acid N-linked glycosylation,dolichyl-diphosphooligosaccharide-protein glycotransferase activity,YOR103C,1083529,G,0.3,0.01
,biological process unknown,molecular function unknown,YOR164C,1083581,G,0.3,0.09
RHO3,actin filament organization*,GTPase activity*,YIL118W,1086391,G,0.3,0.02
ERG26,ergosterol biosynthesis,C-3 sterol dehydrogenase (C-4 sterol decarboxylase) activity,YGL001C,1083530,G,0.3,0.25
DAD3,mitotic spindle organization and biogenesis in nucleus*,protein binding,YBR233W-A,1082805,G,0.3,0.17
SRB7,transcription from RNA polymerase II promoter,RNA polymerase II transcription mediator activity,YDR308C,1082532,G,0.3,0.19
RET3,"retrograde transport, Golgi to ER",protein binding,YPL010W,1082050,G,0.3,0.02
SSU72,35S primary transcript processing*,RNA binding*,YNL222W,1081343,G,0.3,0.14
COX16,aerobic respiration*,molecular function unknown,YJL003W,1084249,G,0.3,-0.12
KRE27,biological process unknown,molecular function unknown,YIL027C,1082872,G,0.3,-0.29
,biological process unknown,molecular function unknown,YGL231C,1086534,G,0.3,-0.12
RPS24B,protein biosynthesis,structural constituent of ribosome,YIL069C,1083732,G,0.3,0.25
RPS24A,protein biosynthesis,structural constituent of ribosome,YER074W,1082150,G,0.3,0.21
JJJ3,peptidyl-diphthamide biosynthesis from peptidyl-histidine,molecular function unknown,YJR097W,1082514,G,0.3,0.18
ECM9,cell wall organization and biogenesis,molecular function unknown,YKR004C,1080878,G,0.3,0.05
,biological process unknown,molecular function unknown,YML108W,1085768,G,0.3,0.03
NIP7,rRNA processing*,molecular function unknown,YPL211W,1083266,G,0.3,0.32
RPB10,transcription from RNA polymerase II promoter*,DNA-directed RNA polymerase activity,YOR210W,1082086,G,0.3,-0.08
ERV14,ER to Golgi transport*,molecular function unknown,YGL054C,1080718,G,0.3,-0.18
RPC10,transcription from RNA polymerase II promoter*,DNA-directed RNA polymerase activity,YHR143W-A,1086085,G,0.3,-0.02
RPL39,protein biosynthesis,structural constituent of ribosome,YJL189W,1084021,G,0.3,-0.16
,biological process unknown,molecular function unknown,YNL260C,1084737,G,0.3,0.17
RPL25,protein biosynthesis*,structural constituent of ribosome*,YOL127W,1085280,G,0.3,0.19
RPS23B,protein biosynthesis*,structural constituent of ribosome,YPR132W,1085964,G,0.3,0.03
RPS23A,protein biosynthesis*,structural constituent of ribosome,YGR118W,1084755,G,0.3,0.03
RPS25B,protein biosynthesis,structural constituent of ribosome,YLR333C,1084833,G,0.3,0.05
BUD19,,,YJL188C,1083734,G,0.3,0.2
YOS1,ER to Golgi transport,molecular function unknown,YER074W-A,1081580,G,0.3,-0.06
RPS30B,protein biosynthesis,structural constituent of ribosome,YOR182C,1084483,G,0.3,0.03
RPS30A,protein biosynthesis,structural constituent of ribosome,YLR287C-A,1086365,G,0.3,0.16
HAT1,chromatin silencing at telomere*,H3/H4 histone acetyltransferase activity,YPL001W,1083945,G,0.3,0.21
,biological process unknown,molecular function unknown,YLR021W,1085237,G,0.3,0.13
TRS20,ER to Golgi transport,molecular function unknown,YBR254C,1081211,G,0.3,-0.01
SGF11,regulation of transcription from RNA polymerase II promoter*,molecular function unknown,YPL047W,1086729,G,0.3,0.01
SEC28,ER to Golgi transport*,molecular function unknown,YIL076W,1081018,G,0.3,-0.08
,biological process unknown,molecular function unknown,YOR131C,1081177,G,0.3,0.05
,biological process unknown,molecular function unknown,YDL157C,1086680,G,0.3,0.02
GIS2,intracellular signaling cascade,transcription factor activity,YNL255C,1086386,G,0.3,-0.12
MPD2,protein folding,protein disulfide isomerase activity,YOL088C,1085225,G,0.3,-0.14
,biological process unknown,molecular function unknown,YNR024W,1083051,G,0.3,-0.11
GIR2,biological process unknown,molecular function unknown,YDR152W,1084335,G,0.3,0.01
COG2,ER to Golgi transport*,protein binding,YGR120C,1086754,G,0.3,0.1
,biological process unknown,molecular function unknown,YAL027W,1084799,G,0.3,0.05
MTG1,protein biosynthesis*,GTPase activity,YMR097C,1080960,G,0.3,0.18
DOM34,protein biosynthesis*,molecular function unknown,YNL001W,1086898,G,0.3,0.05
,biological process unknown,molecular function unknown,YOL114C,1084492,G,0.3,-0.22
CNB1,cell wall organization and biogenesis*,calcium ion binding*,YKL190W,1085484,G,0.3,0.29
CPD1,meiosis*,"2',3'-cyclic-nucleotide 3'-phosphodiesterase activity",YGR247W,1083486,G,0.3,0.24
,biological process unknown,molecular function unknown,YDR339C,1085927,G,0.3,0.15
,biological process unknown,molecular function unknown,YDR428C,1081682,G,0.3,0.21
